"Igloo-Rank","Igloo-TotalOccurences","Igloo-Search_Term","Igloo-SSR-content_name","Igloo-SSR-content_id","Igloo-SSR-content_type","Igloo-QSR-content_name","Igloo-QSR-content_id","Igloo-QSR-content_type","Amp-content_name","Amp-content_id","Amp-content_type","SSR PASS/FAIL","QSR PASS/FAIL"
"630","259","relaxing","Relaxing Piano Music","312064750::BYyP7KVHKfSJKisYoDTRPZ","curated_playlist","Relaxing Piano Music","312064750::BYyP7KVHKfSJKisYoDTRPZ","curated_playlist","Relaxation","53","link","FAIL","FAIL"
"631","258","keith","Keith Urban","28475","artist","Keith Urban","28475","artist","Keith Urban","28475","ARTIST","PASS","PASS"
"632","258","pride","IPRI-FL","3949","live","PRIFLASH-FL","7304","live","PRIDE Radio","3949","ARTIST","FAIL","FAIL"
"633","258","ciara","Ciara","28577","artist","Ciara","28577","artist","Ciara","28577","ARTIST","PASS","PASS"
"634","258","90’s","NINETIES-FL","6437","live","90s Hits","312064750::6rCuiif43N2JK3Zze2jN5a","curated_playlist","iHeart90s Radio","6834","live","FAIL","FAIL"
"635","257","frank sinatra","Frank Sinatra","739","artist","Frank Sinatra","739","artist","Frank Sinatra","739","artist","PASS","PASS"
"636","257","one","One Direction","687496","artist","OneRepublic","33214","artist","OneRepublic","33214","ARTIST","FAIL","PASS"
"637","257","disco","ACIRDS14-FL","8055","live","Classic Disco","312064750::RXNnfLCpfQuRN9CyezsNEJ","curated_playlist","Funkytown","6755","live","FAIL","FAIL"
"638","256","detroit","Detroit Radio Stations","0","link","WJLB-FM","1141","live","Detroit Radio Stations","660","link","FAIL","FAIL"
"639","256","billie","Billie Eilish","31132274","artist","Billie Eilish","31132274","artist","Billie Eilish","31132274","ARTIST","PASS","PASS"
"640","256","98.3","WRTO-FM","5182","live","WMGQ-FM","5291","live","Magic 98.3 New Jersey","5291","ARTIST","FAIL","FAIL"
"641","256","hallelujah","Fred Hammond/Hallelujah","146832208","track","WHAL-FM","2137","live","95.7 Hallelujah FM","2137","ARTIST","FAIL","FAIL"
"642","256","doobie","Doobie","302770","artist","Doobie","302770","artist","The Doobie Brothers","43411","ARTIST","FAIL","FAIL"
"643","255","banda ms","Banda MS","31988489","artist","Banda Sinaloense MS de Sergio Lizárraga","189849","artist","Banda MS","31988489","ARTIST","PASS","FAIL"
"644","255","bob marley","Bob Marley","1044","artist","Bob Marley","1044","artist","Bob Marley","1044","ARTIST","PASS","PASS"
"645","255","spm","SPM","30027353","artist","SPM","30027353","artist","SPM","30027353","ARTIST","PASS","PASS"
"646","255","ed","Ed Sheeran","396790","artist","Ed Sheeran","396790","artist","Ed Sheeran","396790","ARTIST","PASS","PASS"
"647","254","bluegrass","BLUEGRSS-FL","6892","live","BLUEGRSS-FL","6892","live","iHeartRadio Bluegrass","6892","live","PASS","PASS"
"648","253","prin","Prince","3403","artist","Prince","3403","artist","Prince","3403","ARTIST","PASS","PASS"
"649","253","christma","iHeartChristmas Stations","0","link","IHAD-FL","4596","live","iHeartChristmas Stations","688","link","FAIL","FAIL"
"650","253","eric","Eric Church","34173","artist","Eric Church","34173","artist","Eric Church","34173","ARTIST","PASS","PASS"
"651","253","wor","WOR-AM","5874","live","WOR-AM","5874","live","710 WOR","5874","live","PASS","PASS"
"652","252","rick james","Rick James","39853","artist","Murphy Lee/Rick James","96082843","track","Rick James","39853","ARTIST","PASS","FAIL"
"653","252","cbs","WXNT-AM","8250","live","WHGB-AM","5746","live","CBS Sports 96.5 - 95.3 - 1400","5746","ARTIST","FAIL","FAIL"
"654","252","positively","Positively Sex! with Lila","102809649","podcast","Positively Sex! with Lila","102809649","podcast","Positively Sex! with Lila","102809649","PODCAST","PASS","PASS"
"655","251","billy joel","Billy Joel","4684","artist","Billy Joel","4684","artist","Billy Joel","4684","ARTIST","PASS","PASS"
"656","251","styx","Styx","35145","artist","Styx","35145","artist","Styx","35145","ARTIST","PASS","PASS"
"657","251","blake shelton","Blake Shelton","58018","artist","Blake Shelton","58018","artist","Blake Shelton","58018","artist","PASS","PASS"
"658","250","george jones","George Jones","6849","artist","George Jones","6849","artist","George Jones","6849","ARTIST","PASS","PASS"
"659","250","her","H.E.R.","31653802","artist","H.E.R.","31653802","artist","The Herd with Colin Cowherd","6973","ARTIST","FAIL","FAIL"
"660","250","steve harvey morning show","The Steve Harvey Morning Show","27928551","podcast","Run That Prank","27816371","podcast","The Steve Harvey Morning Show","27928551","podcast","PASS","FAIL"
"661","249","50s","MY50S-FL","6882","live","MY50S-FL","6882","live","iHeart50s Radio","6882","live","PASS","PASS"
"662","248","wale","Wale","41756","artist","Wale","41756","artist","Wale","41756","ARTIST","PASS","PASS"
"663","248","bible in a year","The Bible in a Year (with Fr. Mike Schmitz)","75927728","podcast","Bible in a Year with Jack Graham","102314784","podcast","Bible in a Year with Jack Graham","102314784","podcast","FAIL","PASS"
"664","247","backstreet boys","Backstreet Boys","36645","artist","Backstreet Boys","36645","artist","Backstreet Boys","36645","ARTIST","PASS","PASS"
"665","247","one direction","One Direction","687496","artist","One Direction","687496","artist","One Direction","687496","ARTIST","PASS","PASS"
"666","247","glen","The Glenn Beck Program","23014384","podcast","The Glenn Beck Program","23014384","podcast","The Glenn Beck Program","23014384","PODCAST","PASS","PASS"
"667","246","lullabies","LULL-FL","7249","live","Twinkle Twinkle Little Star/Sleep Time (Children's Lullabies)","10488287","track","Lullabies","7249","live","PASS","FAIL"
"668","246","bob and tom","The BOB & TOM Show Free Podcast","31135757","podcast","WFBQ-FM","901","live","The BOB & TOM Show Free Podcast","31135757","PODCAST","PASS","FAIL"
"669","245","the river","RIVER-FL","7403","live","RIVER-FL","7403","live","The River","7403","live","PASS","PASS"
"670","245","phoenix","Phoenix","28467","artist","KKNT-AM","6009","live","104.7 KISS FM Phoenix","61","live","FAIL","FAIL"
"671","245","morning joe","Morning Joe","28322412","podcast","Morning Joe","28322412","podcast","Morning Joe","28322412","PODCAST","PASS","PASS"
"672","245","dope","Dope","122704","artist","Dope","122704","artist","Dope","122704","ARTIST","PASS","PASS"
"673","245","toby","Toby Keith","39801","artist","Toby Keith","39801","artist","Toby Keith","39801","ARTIST","PASS","PASS"
"674","244","iheart90s radio","MY90S-FL","6834","live","MY90S-FL","6834","live","iHeart90s Radio","6834","ARTIST","FAIL","FAIL"
"675","244","justin bieber","Justin Bieber","44368","artist","Justin Bieber","44368","artist","Justin Bieber","44368","ARTIST","PASS","PASS"
"676","244","red pilled america","Red Pilled America","30021205","podcast","Red Pilled America","30021205","podcast","Red Pilled America","30021205","PODCAST","PASS","PASS"
"677","243","jordan davis","Jordan Davis","404877","artist","Jordan Davis","404877","artist","Jordan Davis","404877","ARTIST","PASS","PASS"
"678","243","the vanished podcast","The Vanished Podcast","27910375","podcast","The Vanished Podcast","27910375","podcast","The Vanished Podcast","27910375","PODCAST","PASS","PASS"
"679","243","bee","Bee Gees","59896","artist","Bee Gees","59896","artist","Bee Gees","59896","ARTIST","PASS","PASS"
"680","243","house music","Old School House Music","81615008","podcast","House Music","3836","artist","2022 House / Techno / Progressive / Deep / Melodic / Tech / Edm / Afro / ibiza DJ Mix / Set / Podcast / Electronic Dance Music Radio Tomorrowland workout club 2021 party playlist beach tribal tiesto top best Defected 2023 Beats","99234121","PODCAST","FAIL","FAIL"
"681","243","true crime garage","True Crime Garage","28287841","podcast","True Crime Garage","28287841","podcast","True Crime Garage","28287841","PODCAST","PASS","PASS"
"682","243","maroon 5","Maroon 5","40523","artist","Maroon 5","40523","artist","Maroon 5","40523","ARTIST","PASS","PASS"
"683","243","90s rap","90s Rap","0","link","90s Rap","1868","link","90s Rap","1868","link","FAIL","PASS"
"684","243","juice wrld","Juice WRLD","32086512","artist","Juice WRLD","32086512","artist","Juice WRLD","32086512","ARTIST","PASS","PASS"
"685","243","navidad","ACIRDS32-FL","8157","live","ACIRDS32-FL","8157","live","Navidad con Santa","8157","ARTIST","FAIL","FAIL"
"686","243","the woody show","The Woody Show","26318098","podcast","The Woody Show","26318098","podcast","The Woody Show","26318098","podcast","PASS","PASS"
"687","241","keith sweat","Keith Sweat","58434","artist","Keith Sweat","58434","artist","Keith Sweat","58434","ARTIST","PASS","PASS"
"688","241","bone","Bone Valley","101763565","podcast","Bone Valley","101763565","podcast","Bone Valley","101763565","podcast","PASS","PASS"
"689","241","babyface","Babyface","118658","artist","Babyface","118658","artist","Babyface","118658","ARTIST","PASS","PASS"
"690","241","black","BIN-FL","8666","live","Black Sabbath","2358","artist","Black Information Network","8666","live","PASS","FAIL"
"691","240","bob seger","Bob Seger","86960","artist","Bob Seger","86960","artist","Bob Seger","86960","ARTIST","PASS","PASS"
"692","240","the eagles","Eagles","59842","artist","Eagles","59842","artist","Eagles","59842","artist","PASS","PASS"
"693","240","seahawks","KJR-FM","2577","live","KJR-FM","2565","live","Sports Radio 93.3 KJR","2565","live","FAIL","PASS"
"694","240","madonna","Madonna","35393","artist","Madonna","35393","artist","Madonna","35393","ARTIST","PASS","PASS"
"695","239","100","WNIC-FM","1153","live","WNIC-FM","1153","live","100.3 WNIC","1153","ARTIST","FAIL","FAIL"
"696","239","king von","King Von","31577986","artist","King Von","31577986","artist","King Von","31577986","ARTIST","PASS","PASS"
"697","238","toby keith","Toby Keith","39801","artist","Toby Keith","39801","artist","Toby Keith","39801","ARTIST","PASS","PASS"
"698","237","speak","Speak","28025124","podcast","Speak","28025124","podcast","The Speakeasy","102852887","PODCAST","FAIL","FAIL"
"699","236","juice","Juice WRLD","32086512","artist","Juice WRLD","32086512","artist","Juice WRLD","32086512","ARTIST","PASS","PASS"
"700","236","hall","WHAL-FM","2137","live","Daryl Hall & John Oates","645736","artist","95.7 Hallelujah FM","2137","ARTIST","FAIL","FAIL"
"701","235","van","Van Halen","58813","artist","Van Halen","58813","artist","Van Halen","58813","ARTIST","PASS","PASS"
"702","235","eric church","Eric Church","34173","artist","Eric Church","34173","artist","Eric Church","34173","ARTIST","PASS","PASS"
"703","234","wbz","WBZ-AM","7729","live","WBZ-AM","7729","live","WBZ NewsRadio 1030","7729","live","PASS","PASS"
"704","233","blaze","BLAZE-FL","4874","live","BLAZE-FL","4874","live","Blaze Radio Network","4874","live","FAIL","FAIL"
"705","233","tim","Tim McGraw","115068","artist","Tim McGraw","115068","artist","Tim McGraw","115068","ARTIST","PASS","PASS"
"706","233","unsolved","Unsolved Mysteries","77719932","podcast","Unsolved with Steve Gregory","89017092","podcast","Unsolved Mysteries","77719932","podcast","PASS","FAIL"
"707","233","sword and scale","Sword and Scale","27910380","podcast","Sword and Scale","27910380","podcast","Sword and Scale","27910380","PODCAST","PASS","PASS"
"708","233","hawaii","KINE-FM","6086","live","KINE-FM","6086","live","Hawaiian 105","6086","PODCAST","FAIL","FAIL"
"709","233","houston","Houston Radio Stations","0","link","KQBT-FM","2265","live","Houston Radio Stations","658","link","FAIL","FAIL"
"710","232","kem","Kem","41107","artist","Kem","41107","artist","Kem","41107","ARTIST","PASS","PASS"
"711","232","seether","Seether","80363","artist","Seether","80363","artist","Seether","80363","ARTIST","PASS","PASS"
"712","231","opera","Royal Philharmonic Orchestra/Music of the Night (From the Phantom of the Opera)","2670503","track","OPERAV-FL","6466","live","Smooth Operator","107555740","TRACK","FAIL","FAIL"
"713","231","alternative","ALTR-FL","4447","live","ALTR-FL","4447","live","Alternative Radio","4447","TRACK","FAIL","FAIL"
"714","231","slayer","Slayer","12754","artist","Slayer","12754","artist","Slayer","12754","ARTIST","PASS","PASS"
"715","231","crowder","Crowder","30040185","artist","Crowder","30040185","artist","Louder with Crowder","28220570","ARTIST","FAIL","FAIL"
"716","231","class","WQXR-FM","5611","live","ICLR-FL","4426","live","The Classic Rock Channel","4426","ARTIST","FAIL","FAIL"
"717","230","nfl live","NFL Live","29430055","podcast","NFL Live","29430055","podcast","NFL Live","29430055","PODCAST","PASS","PASS"
"718","230","anatomy of murder","Anatomy of Murder","71878286","podcast","Anatomy of Murder","71878286","podcast","Anatomy of Murder","71878286","PODCAST","PASS","PASS"
"719","230","catholic","The Fr. Mike Schmitz Catholic Podcast","77408058","podcast","EWTN-FL","6130","live","Catholic Inspiration","27623560","PODCAST","FAIL","FAIL"
"720","229","now","HACM-FL","4409","live","WSNE-FM","2053","live","Hits Now!","GyZXToRd3rRqdcpVy8A6JW","PODCAST","FAIL","FAIL"
"721","229","106.3","KOMR-FM","5218","live","WZLD-FM","5024","live","Sunny 106","5807","PODCAST","FAIL","FAIL"
"722","229","96.7","KHFI-FM","2173","live","KHFI-FM","2173","live","96.7 KISS FM","2173","PODCAST","FAIL","FAIL"
"723","229","bachata","Bachata","0","link","Bachata Mix","383820","artist","Bachata","1701","link","FAIL","FAIL"
"724","228","bigfoot","Bigfoot Eyewitness Radio","30950759","podcast","My Bigfoot Sighting","86919720","podcast","Bigfoot Eyewitness Radio","30950759","PODCAST","PASS","FAIL"
"725","228","tay","Taylor Swift","33221","artist","Taylor Swift","33221","artist","Taylor Swift","33221","ARTIST","PASS","PASS"
"726","228","bobb","The Bobby Bones Show","25100459","podcast","The Bobby Bones Show","25100459","podcast","The Bobby Bones Show","25100459","PODCAST","PASS","PASS"
"727","228","coldplay","Coldplay","1648","artist","Coldplay","1648","artist","Coldplay","1648","ARTIST","PASS","PASS"
"728","227","brett young","Brett Young","336444","artist","Brett Young","336444","artist","Brett Young","336444","ARTIST","PASS","PASS"
"729","227","voodoo","Godsmack/Voodoo","7009464","track","Willy William/Voodoo Song","45800517","track","Voodoo","7009464","TRACK","PASS","FAIL"
"730","227","miranda lambert","Miranda Lambert","89403","artist","Miranda Lambert","89403","artist","Miranda Lambert","89403","ARTIST","PASS","PASS"
"731","227","rome","Rome","30044642","artist","Romeo Santos","586235","artist","Romeo Santos","586235","ARTIST","FAIL","PASS"
"732","226","coast to coast","Coast to Coast AM Paranormal Podcast Network","0","link","Coast to Coast PM","97892781","podcast","Coast to Coast AM Paranormal Podcast Network","164","link","FAIL","FAIL"
"733","225","mariah carey","Mariah Carey","31885","artist","Mariah Carey","31885","artist","Mariah Carey","31885","ARTIST","PASS","PASS"
"734","224","aaliyah","Aaliyah","120430","artist","Aaliyah","120430","artist","Aaliyah","120430","ARTIST","PASS","PASS"
"735","224","mgk","MGK","30851769","artist","MGK","30851769","artist","Classic Rock 102.9 MGK","5297","ARTIST","FAIL","FAIL"
"736","222","instrumental","Calming Instrumental","34213808","artist","Morning Jazz Instrumental","32843255","artist","Instrumental Beats","52","link","FAIL","FAIL"
"737","222","red hot","Red Hot Chili Peppers","6771","artist","Red Hot Chili Peppers","6771","artist","Red Hot Chili Peppers","6771","ARTIST","PASS","PASS"
"738","222","sing 2","Sing 2 (Original Motion Picture Soundtrack)","0","link","Various Artists/Sing 2 (Original Motion Picture Soundtrack)","154346775","album","Sing 2 (Original Motion Picture Soundtrack)","154346775","link","FAIL","FAIL"
"739","221","the matt walsh show","The Matt Walsh Show","30549927","podcast","The Matt Walsh Show","30549927","podcast","The Matt Walsh Show","30549927","PODCAST","PASS","PASS"
"740","221","wbls","WBLS-FM","6493","live","WBLS-FM","6493","live","107.5 WBLS","6493","live","PASS","PASS"
"741","220","700wlw","WLW-AM","1713","live","WLW-AM","1713","live","700WLW","1713","live","FAIL","FAIL"
"742","220","doja","Doja Cat","30317449","artist","Doja Cat","30317449","artist","Doja Cat","30317449","ARTIST","PASS","PASS"
"743","220","90s r&b","Various Artists/90s R&B","48853397","album","90s R&B Playlist","312064750::WpRhreAEMxWVPizQn5NgN5","curated_playlist","90s R&B Playlist","WpRhreAEMxWVPizQn5NgN5","ARTIST","FAIL","FAIL"
"744","220","bon jovi","Bon Jovi","39361","artist","Bon Jovi","39361","artist","Bon Jovi","39361","ARTIST","PASS","PASS"
"745","219","verdict with ted cruz","Verdict with Ted Cruz","56253661","podcast","Verdict with Ted Cruz","56253661","podcast","Verdict with Ted Cruz","56253661","PODCAST","PASS","PASS"
"746","219","san antonio","San Antonio Radio Stations","0","link","KJXK-FM","7699","live","San Antonio Radio Stations","669","link","FAIL","FAIL"
"747","219","the michael savage show","The Michael Savage Show","31142973","podcast","The Michael Savage Show","31142973","podcast","The Michael Savage Show","31142973","podcast","PASS","PASS"
"748","219","r. kelly","R. Kelly","40621","artist","R. Kelly","40621","artist","R. Kelly","40621","ARTIST","PASS","PASS"
"749","219","95.1","WNKS-FM","6747","live","WNKS-FM","6747","live","Kiss 95.1","6747","ARTIST","FAIL","FAIL"
"750","219","blink","blink-182","6573","artist","blink-182","6573","artist","blink-182","6573","ARTIST","PASS","PASS"
"751","219","80's","IEIG-FL","5060","live","IEIG-FL","5060","live","iHeart80s Radio","5060","live","PASS","PASS"
"752","219","kfbk","KFBK-AM","217","live","KFBK-AM","217","live","KFBK FM & AM","217","live","PASS","PASS"
"753","218","60s","MY60S-FL","6873","live","MY60S-FL","6873","live","iHeart60s Radio","6873","live","PASS","PASS"
"754","218","tems","Tems","32287309","artist","Tems","32287309","artist","Tems","32287309","ARTIST","PASS","PASS"
"755","217","rem","Rem","32609935","artist","R.E.M.","3610","artist","R.E.M.","3610","ARTIST","FAIL","PASS"
"756","217","107.3","WXGL-FM","5924","live","WXGL-FM","5924","live","107.3 The Eagle","5924","ARTIST","FAIL","FAIL"
"757","217","killed","KILLED","101460953","podcast","KILLED","101460953","podcast","KILLED","101460953","podcast","PASS","PASS"
"758","217","marc anthony","Marc Anthony","35556","artist","Marc Anthony","35556","artist","Marc Anthony","35556","ARTIST","PASS","PASS"
"759","217","old time radio","Mystery Old Time Radio","20735029","podcast","The Great Detectives of Old Time Radio Volume 1","98647788","podcast","Christmas Old Time Radio","30323134","PODCAST","FAIL","FAIL"
"760","216","conan","Conan O’Brien Needs A Friend","29941225","podcast","Conan O’Brien Needs A Friend","29941225","podcast","Conan O’Brien Needs A Friend","29941225","PODCAST","PASS","PASS"
"761","216","banda","Banda MS","31988489","artist","Banda MS","31988489","artist","Banda","1699","link","FAIL","FAIL"
"762","216","bbc","BBC","0","link","KUT-HD2","9453","live","BBC","154","link","FAIL","FAIL"
"763","216","k love","ILOV-FL","5162","live","ILOV-FL","5162","live","K-LOVE","5162","link","FAIL","FAIL"
"764","216","105.9 fm wmal","WMAL-FM","5479","live","WMAL-FM","5479","live","105.9 FM WMAL","5479","link","FAIL","FAIL"
"765","215","tim mcgraw","Tim McGraw","115068","artist","Tim McGraw","115068","artist","Tim McGraw","115068","ARTIST","PASS","PASS"
"766","215","phil","Phil Collins","42237","artist","Phil Collins","42237","artist","Phil Collins","42237","ARTIST","PASS","PASS"
"767","215","scary","Scary Story Podcast","80487947","podcast","Weekly Spooky - Scary Stories for Halloween","86169955","podcast","Very Scary People","93707625","PODCAST","FAIL","FAIL"
"768","215","this american life","This American Life","18894588","podcast","This American Life","18894588","podcast","This American Life","18894588","PODCAST","PASS","PASS"
"769","214","the whispers","The Whispers","28408","artist","The Whispers","28408","artist","The Whispers","28408","ARTIST","PASS","PASS"
"770","214","baby shark","Pinkfong","31741575","artist","Nursery Rhymes and Kids Songs/Baby Shark","54796370","track","Baby Shark","64433044","track","FAIL","FAIL"
"771","214","mo3","MO3","359352","artist","MO3","359352","artist","MO3","359352","ARTIST","PASS","PASS"
"772","214","murder and mag","Murder & Magnolias","104131702","podcast","Murder & Magnolias","104131702","podcast","Murder & Magnolias","104131702","PODCAST","PASS","PASS"
"773","213","luther","Luther Vandross","3402","artist","Luther Vandross","3402","artist","Luther Vandross","3402","ARTIST","PASS","PASS"
"774","213","mystery","Murder, Mystery & Makeup","88321022","podcast","Symptomatic: A Medical Mystery Podcast","102740051","podcast","Lethal Lit: A Tig Torres Mystery","29986753","podcast","FAIL","FAIL"
"775","213","103.1","WNDH-FM","3111","live","WNDH-FM","3111","live","1031 KCDA","2589","podcast","FAIL","FAIL"
"776","212","midland","Midland","31552661","artist","Midland","31552661","artist","Midland","31552661","ARTIST","PASS","PASS"
"777","212","tlc","TLC","89006","artist","TLC","89006","artist","TLC","89006","ARTIST","PASS","PASS"
"778","212","miami dolphins","Finfans Podcast - Miami Dolphins","69296190","podcast","WINZ-AM","565","live","940 WINZ","565","live","FAIL","PASS"
"779","211","doja cat","Doja Cat","30317449","artist","Doja Cat","30317449","artist","Doja Cat","30317449","ARTIST","PASS","PASS"
"780","211","muse","Muse","4275","artist","Muse","4275","artist","Muse","4275","ARTIST","PASS","PASS"
"781","211","fuel","Fuel","89598","artist","Fuel","89598","artist","Fuel","89598","ARTIST","PASS","PASS"
"782","211","tejano","SPTE-FL","9622","live","KLEY-FM","7579","live","Tejano","1700","link","FAIL","FAIL"
"783","211","kirk","Kirk Franklin","98309","artist","Kirk Franklin","98309","artist","Kirk Franklin","98309","ARTIST","PASS","PASS"
"784","211","bill cunningham","Bill Cunningham","20785499","podcast","Bill Cunningham","20785499","podcast","Bill Cunningham","20785499","PODCAST","PASS","PASS"
"785","210","wlap","WLAP-AM","965","live","WLAP-AM","965","live","NewsRadio 630 WLAP","965","PODCAST","FAIL","FAIL"
"786","210","92.1","WHBT-FM","2449","live","WHBT-FM","2449","live","La Zeta 103.5 FM","6525","PODCAST","FAIL","FAIL"
"787","210","skillet","Skillet","31216","artist","Skillet","31216","artist","Skillet","31216","ARTIST","PASS","PASS"
"788","210","coast","The Best of Coast to Coast AM","18899828","podcast","The Best of Coast to Coast AM","18899828","podcast","The Best of Coast to Coast AM","18899828","PODCAST","PASS","PASS"
"789","210","740","KTRH-AM","2285","live","KTRH-AM","2285","live","News Radio 740 KTRH","2285","PODCAST","FAIL","FAIL"
"790","210","90s hip hop","RBCH-FL","7397","live","Top 90 of the 90s – Hip Hop","312064750::EzWT59eMTWkgP6KGKWVnN2","curated_playlist","90s Rap","1868","link","FAIL","FAIL"
"791","210","talk radio","News & Talk","0","link","FOXNEWS-FL","8627","live","News & Talk","747","link","FAIL","FAIL"
"792","209","al green","Al Green","13337","artist","Al Green","13337","artist","Al Green","13337","ARTIST","PASS","PASS"
"793","208","nicki","Nicki Minaj","372266","artist","Nicki Minaj","372266","artist","Nicki Minaj","372266","ARTIST","PASS","PASS"
"794","208","gone south","Gone South","88714714","podcast","Gone South","88714714","podcast","Gone South","88714714","podcast","PASS","PASS"
"795","208","cher","Cher","31531","artist","Cher","31531","artist","Cher","31531","ARTIST","PASS","PASS"
"796","208","dumb","Dumb Blonde","49112226","podcast","Dumb Blonde","49112226","podcast","Dumb Blonde","49112226","PODCAST","PASS","PASS"
"797","208","buffalo","WHLD-AM","5457","live","WHLD-AM","5457","live","Colorado Buffaloes On KOA-AM","389","link","FAIL","FAIL"
"798","207","90's country","CTRY90-FL","6870","live","CTRY90-FL","6870","live","iHeartCountry 90s Radio","6870","link","FAIL","FAIL"
"799","207","the blaze","BLAZE-FL","4874","live","KIBZ-FM","7661","live","The Glenn Beck Program","23014384","link","FAIL","FAIL"
"800","207","iheartchristmas classics","IHOL-FL","6137","live","IHOL-FL","6137","live","iHeartChristmas Classics","6137","link","FAIL","FAIL"
"801","207","erotica","Dirty Erotica","30993234","podcast","Nobilis Erotica","27577195","podcast","Explore Wild Erotica| 18+ Free Sex Stories","100423457","PODCAST","FAIL","FAIL"
"802","206","alt","KYSR-FM","201","live","ALTR-FL","4447","live","ALT 98.7","201","PODCAST","FAIL","FAIL"
"803","206","pop smoke","Pop Smoke","32757482","artist","Pop Smoke","32757482","artist","Pop Smoke","32757482","ARTIST","PASS","PASS"
"804","206","jazmine sullivan","Jazmine Sullivan","121568","artist","Jazmine Sullivan","121568","artist","Jazmine Sullivan","121568","ARTIST","PASS","PASS"
"805","206","2 pac","2Pac","39257","artist","2Pac","39257","artist","2Pac","39257","artist","PASS","PASS"
"806","206","anita","Anita Baker","29866","artist","Anita Baker","29866","artist","Anita Baker","29866","ARTIST","PASS","PASS"
"807","206","pitbu","Pitbull","42201","artist","Pitbull","42201","artist","Pitbull","42201","ARTIST","PASS","PASS"
"808","205","koa","KOA-AM","389","live","KOA-AM","389","live","KOA 850 AM & 94.1 FM","389","live","PASS","PASS"
"809","205","nicki minaj","Nicki Minaj","372266","artist","Nicki Minaj","372266","artist","Nicki Minaj","372266","ARTIST","PASS","PASS"
"810","205","machine gun kelly","Machine Gun Kelly","382094","artist","Machine Gun Kelly","382094","artist","Machine Gun Kelly","382094","ARTIST","PASS","PASS"
"811","205","mig","Miguel","389288","artist","Migos","966977","artist","Migos","966977","ARTIST","FAIL","PASS"
"812","205","hillsong","Hillsong","7618","artist","Hillsong Worship","30412158","artist","Hillsong Worship","30412158","ARTIST","FAIL","PASS"
"813","205","limp","Limp Bizkit","40065","artist","Limp Bizkit","40065","artist","Limp Bizkit","40065","ARTIST","PASS","PASS"
"814","204","office","Office Hours","312064750::LUrsmybwHNsVYcuUJ5p8DP","curated_playlist","Office Hours","312064750::LUrsmybwHNsVYcuUJ5p8DP","curated_playlist","The Office Deep Dive with Brian Baumgartner","77030510","podcast","FAIL","FAIL"
"815","204","97.7","WZRM-FM","7731","live","WAVK-FM","6619","live","Rumba 97.7","7731","podcast","FAIL","FAIL"
"816","204","wait in the truck","HARDY & Lainey Wilson/wait in the truck (feat. Lainey Wilson)","178540864","track","HARDY & Lainey Wilson/wait in the truck (feat. Lainey Wilson)","178540864","track","wait in the truck (feat. Lainey Wilson)","178540864","track","PASS","PASS"
"817","204","countr","CTYM-FL","4418","live","CTYM-FL","4418","live","iHeartCountry Radio","4418","live","PASS","PASS"
"818","203","cool","OLDE-FL","4439","live","OLDE-FL","4439","live","Cool Oldies","4439","live","FAIL","FAIL"
"819","203","soul","BILLIE-FL","7120","live","Lee Brice/Soul","109991537","track","Classic Funk","6955","live","FAIL","FAIL"
"820","203","alexander hamilton","Soundtrack/Alexander Hamilton","35608640","track","Soundtrack/Alexander Hamilton","35608640","track","Alexander Hamilton","35608640","TRACK","PASS","PASS"
"821","203","scorpions","Scorpions","39159","artist","Scorpions","39159","artist","Scorpions","39159","ARTIST","PASS","PASS"
"822","202","wisn","WISN-AM","4245","live","WISN-AM","4245","live","WISN","4245","ARTIST","FAIL","FAIL"
"823","202","slow","Slow Jams","31002359","artist","Slow Jams","31002359","artist","Slow Jams","31002359","ARTIST","PASS","PASS"
"824","202","wabc","WABC-AM","5349","live","WABC-AM","5349","live","77 WABC","5349","ARTIST","FAIL","FAIL"
"825","201","black sabbath","Black Sabbath","2358","artist","Black Sabbath","2358","artist","Black Sabbath","2358","ARTIST","PASS","PASS"
"826","201","club","C8DJB-FL","9548","live","C8DJB-FL","9548","live","The Breakfast Club","24992238","ARTIST","FAIL","FAIL"
"827","201","snoop dogg","Snoop Dogg","8708","artist","Snoop Dogg","8708","artist","Snoop Dogg","8708","ARTIST","PASS","PASS"
"828","201","christian christmas","SACRED-FL","7444","live","SACRED-FL","7444","live","Sacred Christmas","7444","live","PASS","PASS"
"829","201","cole","Cole Swindell","867822","artist","Cole Swindell","867822","artist","Cole Swindell","867822","ARTIST","PASS","PASS"
"830","201","cam","Cam","30774320","artist","Camila Cabello","31636613","artist","Jeremy Camp","27692","ARTIST","FAIL","FAIL"
"831","201","foreigner","Foreigner","35146","artist","Foreigner","35146","artist","Foreigner","35146","ARTIST","PASS","PASS"
"832","200","latin","LATHITS-FL","7193","live","KZEP-FM","4051","live","Spanish / Latinx","713","link","FAIL","FAIL"
"833","200","all of me","John Legend/All of Me","23097663","track","John Legend/All of Me","23097663","track","Pod Meets World","98589488","link","FAIL","FAIL"
"834","200","porn","Girls on Porn","30648987","podcast","Audio Porn by Audiodesires.com","75441723","podcast","Girls on Porn","30648987","PODCAST","PASS","FAIL"
"835","200","ala","Alabama","62725","artist","Alabama","62725","artist","Alan Jackson","69978","ARTIST","FAIL","FAIL"
"836","200","the ticket","KTCK-AM","5524","live","KTCK-AM","5524","live","The Ticket","5524","ARTIST","FAIL","FAIL"
